п/п;Бригада;Дата;Код;sample;Участок;Тип;ПР;ПК;H;D0;D1;D2;D3;D4;D5;L1;L2;L3;L4;Примечания;Крат_ПР;Крат_ПК;Дубль
3064;Дундин А. А.;07.11.2021;0560-0320;DG66-0560-0320;DG;66;0560;0320;0,4;B;4;6;2;2;2;4;5;1;0;;;;
3065;Дундин А. А.;07.11.2021;0560-0340;DG66-0560-0340;DG;66;0560;0340;0,4;B;4;6;2;2;2;3;5;1;0;;;;
3066;Дундин А. А.;07.11.2021;0560-0360;-0560-0360;;;0560;0360;;;;;;;;;;;;Проба не отбиралась, болото;;;
3067;Дундин А. А.;07.11.2021;0560-0380;-0560-0380;;;0560;0380;;;;;;;;;;;;Проба не отбиралась, болото;;;
3068;Дундин А. А.;07.11.2021;0560-0400;-0560-0400;;;0560;0400;;;;;;;;;;;;Проба не отбиралась, болото;;;
3069;Дундин А. А.;07.11.2021;0560-0420;DG66-0560-0420;DG;66;0560;0420;0,4;B;4;6;2;2;2;1;3;1;0;;;;
3070;Каргополов В. Ю.;07.10.2021;0140-0420;DG66-0140-0420;DG;66;0140;0420;0,3;B;4;6;3;1;1;3;3;1;0;;;;
3071;Каргополов В. Ю.;07.10.2021;0140-0400;DG06-0140-0400;DG;06;0140;0400;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3072;Каргополов В. Ю.;07.10.2021;0140-0380;DG06-0140-0380;DG;06;0140;0380;0,3;B;5;6;3;2;2;3;4;1;0;;;;
3073;Каргополов В. Ю.;07.10.2021;0140-0360;DG06-0140-0360;DG;06;0140;0360;0,3;B;5;6;3;2;2;3;4;1;0;;;;
3074;Каргополов В. Ю.;07.10.2021;0140-0340;DG06-0140-0340;DG;06;0140;0340;0,3;B;5;5;3;2;2;3;4;1;0;;;;
3075;Каргополов В. Ю.;07.10.2021;0140-0320;DG06-0140-0320;DG;06;0140;0320;0,3;B;5;5;3;3;2;2;4;1;0;;;;
3076;Каргополов В. Ю.;07.10.2021;0140-0300;DG06-0140-0300;DG;06;0140;0300;0,3;B;5;6;4;2;2;5;4;1;0;;;;
3077;Каргополов В. Ю.;07.10.2021;0140-0280;DG06-0140-0280;DG;06;0140;0280;0,3;B;5;5;3;2;2;3;4;1;0;;;;
3078;Каргополов В. Ю.;07.10.2021;0140-0260;DG06-0140-0260;DG;06;0140;0260;0,2;B;5;6;3;2;2;3;4;1;0;;;;
3079;Каргополов В. Ю.;07.10.2021;0140-0240;DG06-0140-0240;DG;06;0140;0240;0,3;B;5;6;3;2;2;3;4;1;0;;;;
3080;Каргополов В. Ю.;07.10.2021;0140-0220;DG06-0140-0220;DG;06;0140;0220;0,2;B;5;5;3;3;2;4;5;1;0;;;;
3081;Каргополов В. Ю.;07.10.2021;0140-0200;DG06-0140-0200;DG;06;0140;0200;0,2;B;5;5;3;2;2;3;4;1;0;;;;
3082;Каргополов В. Ю.;07.10.2021;0160-0220;DG06-0160-0220;DG;06;0160;0220;0,2;B;5;6;3;2;2;3;4;1;0;;;;
3083;Каргополов В. Ю.;07.10.2021;0160-0240;DG06-0160-0240;DG;06;0160;0240;0,3;B;6;6;3;2;2;3;4;1;0;;;;
3084;Каргополов В. Ю.;07.10.2021;0160-0260;DG06-0160-0260;DG;06;0160;0260;0,3;B;6;6;3;2;2;3;4;1;0;;;;
3085;Каргополов В. Ю.;07.10.2021;0160-0280;DG06-0160-0280;DG;06;0160;0280;0,4;B;6;6;3;2;2;3;4;1;0;;;;
3086;Каргополов В. Ю.;07.10.2021;0160-0300;DG06-0160-0300;DG;06;0160;0300;0,2;B;5;5;3;3;2;2;5;1;0;;;;
3087;Каргополов В. Ю.;07.10.2021;0160-0320;DG06-0160-0320;DG;06;0160;0320;0,2;B;5;5;3;3;2;2;5;1;0;;;;
3088;Каргополов В. Ю.;07.10.2021;0160-0340;DG06-0160-0340;DG;06;0160;0340;0,4;B;6;6;3;1;2;3;4;1;0;;;;
3089;Каргополов В. Ю.;07.10.2021;0160-0360;DG06-0160-0360;DG;06;0160;0360;0,2;B;3;2;3;1;2;3;4;1;0;;;;
3090;Каргополов В. Ю.;07.10.2021;0160-0380;DG06-0160-0380;DG;06;0160;0380;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3091;Каргополов В. Ю.;07.10.2021;0160-0400;DG06-0160-0400;DG;06;0160;0400;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3092;Каргополов В. Ю.;07.10.2021;0160-0420;DG66-0160-0420;DG;66;0160;0420;0,3;B;4;3;3;1;1;3;3;1;0;;;;
3093;Каргополов В. Ю.;07.10.2021;0160-0440;DG66-0160-0440;DG;66;0160;0440;0,3;B;3;6;3;1;2;3;3;1;0;;;;
3094;Каргополов В. Ю.;07.10.2021;0140-0440;DG66-0140-0440;DG;66;0140;0440;0,3;B;3;6;3;1;2;3;3;1;0;;;;
3095;Каргополов В. Ю.;07.10.2021;0140-0460;DG66-0140-0460;DG;66;0140;0460;0,3;B;6;6;3;3;1;3;3;1;0;;;;
3096;Каргополов В. Ю.;07.10.2021;0140-0460;DG66-0140-0460;DG;66;0140;0460;0,3;B;6;6;3;3;1;3;3;1;0;;;;
3097;Каргополов В. Ю.;07.11.2021;0520-0500;DG06-0520-0500;DG;06;0520;0500;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3098;Каргополов В. Ю.;07.11.2021;0520-0520;DG06-0520-0520;DG;06;0520;0520;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3099;Каргополов В. Ю.;07.11.2021;0520-0540;DG06-0520-0540;DG;06;0520;0540;0,4;B;4;7;3;1;3;3;4;1;0;;;;
3100;Каргополов В. Ю.;07.11.2021;0520-0560;DG06-0520-0560;DG;06;0520;0560;0,3;B;4;7;3;1;3;3;4;1;0;;;;
3101;Каргополов В. Ю.;07.11.2021;0520-0580;DG06-0520-0580;DG;06;0520;0580;0,2;B;4;6;1;2;2;3;4;1;0;;;;
3102;Каргополов В. Ю.;07.11.2021;0520-0600;DG66-0520-0600;DG;66;0520;0600;0,4;B;4;6;3;2;2;3;5;1;0;;;;
3103;Каргополов В. Ю.;07.11.2021;0520-0620;DG66-0520-0620;DG;66;0520;0620;0,3;B;4;6;3;1;2;3;3;1;0;;;;
3104;Каргополов В. Ю.;07.11.2021;0520-0640;DG66-0520-0640;DG;66;0520;0640;0,3;B;4;2;3;2;2;1;3;1;0;;;;
3105;Каргополов В. Ю.;07.11.2021;0500-0640;DG66-0500-0640;DG;66;0500;0640;0,2;B;4;6;3;1;2;3;5;1;0;;;;
3106;Каргополов В. Ю.;07.11.2021;0500-0620;DG66-0500-0620;DG;66;0500;0620;0,2;B;4;6;3;2;2;3;5;1;0;;;;
3107;Каргополов В. Ю.;07.11.2021;0500-0600;DG66-0500-0600;DG;66;0500;0600;0,2;B;4;6;3;1;2;3;5;1;0;;;;
3108;Каргополов В. Ю.;07.11.2021;0500-0580;DG06-0500-0580;DG;06;0500;0580;0,3;B;4;6;3;1;1;3;4;1;0;;;;
3109;Каргополов В. Ю.;07.11.2021;0500-0560;DG06-0500-0560;DG;06;0500;0560;0,2;B;4;6;3;1;2;3;4;1;0;;;;
3110;Каргополов В. Ю.;07.11.2021;0500-0540;DG06-0500-0540;DG;06;0500;0540;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3111;Каргополов В. Ю.;07.11.2021;0500-0520;DG06-0500-0520;DG;06;0500;0520;0,2;B;4;6;3;1;1;3;5;1;0;;;;
3112;Каргополов В. Ю.;07.11.2021;0500-0500;DG06-0500-0500;DG;06;0500;0500;0,2;B;4;6;3;1;2;3;5;1;0;;;;
3113;Каргополов В. Ю.;07.11.2021;0500-0480;DG06-0500-0480;DG;06;0500;0480;0,2;B;4;6;3;1;1;3;5;1;0;;;;
3114;Каргополов В. Ю.;07.11.2021;0520-0480;DG06-0520-0480;DG;06;0520;0480;0,2;B;4;6;2;3;2;3;4;1;0;;;;
3115;Каргополов В. Ю.;07.11.2021;0520-0460;DG06-0520-0460;DG;06;0520;0460;0,2;B;4;5;2;2;2;3;5;1;0;;;;
3116;Каргополов В. Ю.;07.11.2021;0500-0460;DG06-0500-0460;DG;06;0500;0460;0,2;B;4;5;2;2;2;3;5;1;0;;;;
3117;Каргополов В. Ю.;07.11.2021;0500-0440;DG06-0500-0440;DG;06;0500;0440;0,2;B;4;6;2;2;2;3;5;1;0;;;;
3118;Каргополов В. Ю.;07.11.2021;0520-0440;DG06-0520-0440;DG;06;0520;0440;0,2;B;4;5;2;2;2;3;5;1;0;;;;
3119;Каргополов В. Ю.;07.11.2021;0520-0420;DG06-0520-0420;DG;06;0520;0420;0,2;B;4;5;3;1;2;3;4;1;0;;;;
3120;Каргополов В. Ю.;07.11.2021;0500-0420;DG06-0500-0420;DG;06;0500;0420;0,2;B;4;6;3;1;1;3;4;1;0;;;;
3121;Каргополов В. Ю.;07.11.2021;0500-0400;DG06-0500-0400;DG;06;0500;0400;0,2;B;4;6;3;1;1;3;5;1;0;;;;
3122;Каргополов В. Ю.;07.11.2021;0520-0400;DG66-0520-0400;DG;66;0520;0400;0,3;B;4;6;3;1;1;3;3;1;0;;;;
3123;Каргополов В. Ю.;07.11.2021;0520-0380;DG66-0520-0380;DG;66;0520;0380;0,3;B;4;6;4;1;1;3;3;1;0;;;;
3124;Каргополов В. Ю.;07.11.2021;0500-0380;DG66-0500-0380;DG;66;0500;0380;0,3;B;4;6;3;1;2;3;3;1;0;;;;
3125;Каргополов В. Ю.;07.11.2021;0500-0360;DG66-0500-0360;DG;66;0500;0360;0,3;B;4;6;4;1;2;3;2;1;0;;;;
3126;Каргополов В. Ю.;07.11.2021;0500-0340;DG66-0500-0340;DG;66;0500;0340;0,2;B;4;6;3;1;2;3;4;1;0;;;;
3127;Каргополов В. Ю.;07.11.2021;0520-0340;DG66-0520-0340;DG;66;0520;0340;0,2;B;4;6;3;2;2;3;5;1;0;;;;
3128;Каргополов В. Ю.;07.11.2021;0520-0360;DG66-0520-0360;DG;66;0520;0360;0,2;B;4;6;3;2;2;3;5;1;0;;;;
3129;Каргополов В. Ю.;07.11.2021;0520-0320;DG66-0520-0320;DG;66;0520;0320;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3130;Каргополов В. Ю.;07.11.2021;0500-0320;DG66-0500-0320;DG;66;0500;0320;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3131;Каргополов В. Ю.;07.11.2021;0500-0300;DG66-0500-0300;DG;66;0500;0300;0,2;B;4;6;4;1;2;3;2;1;0;;;;
3132;Каргополов В. Ю.;07.11.2021;0520-0300;DG66-0520-0300;DG;66;0520;0300;0,3;B;4;6;3;1;1;3;3;1;0;;;;
3133;Каргополов В. Ю.;07.11.2021;0520-0280;DG66-0520-0280;DG;66;0520;0280;0,3;B;4;6;3;1;2;3;3;1;0;;;;
3134;Каргополов В. Ю.;07.11.2021;0500-0280;DG66-0500-0280;DG;66;0500;0280;0,3;B;4;6;4;1;1;3;3;1;0;;;;
3135;Каргополов В. Ю.;07.11.2021;0500-0260;DG66-0500-0260;DG;66;0500;0260;0,3;B;4;6;3;1;2;9;3;1;0;;;;
3136;Каргополов В. Ю.;07.11.2021;0500-0240;DG66-0500-0240;DG;66;0500;0240;0,3;B;4;6;3;1;2;3;3;1;0;;;;
3137;Каргополов В. Ю.;07.11.2021;0520-0260;DG66-0520-0260;DG;66;0520;0260;0,4;B;4;6;3;2;1;3;3;1;0;;;;
3138;Каргополов В. Ю.;07.13.2021;1040-0740;DG06-1040-0740;DG;06;1040;0740;0,4;B;4;6;3;1;1;3;3;1;0;;;;
3139;Каргополов В. Ю.;07.13.2021;1040-0720;DG06-1040-0720;DG;06;1040;0720;0,3;B;4;6;3;2;2;3;5;1;0;;;;
3140;Каргополов В. Ю.;07.13.2021;1040-0700;DG06-1040-0700;DG;06;1040;0700;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3141;Каргополов В. Ю.;07.13.2021;1040-0680;DG06-1040-0680;DG;06;1040;0680;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3142;Каргополов В. Ю.;07.13.2021;1040-0660;DG06-1040-0660;DG;06;1040;0660;0,3;B;4;6;3;1;1;4;4;1;0;;;;
3143;Каргополов В. Ю.;07.13.2021;1040-0640;DG06-1040-0640;DG;06;1040;0640;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3144;Каргополов В. Ю.;07.13.2021;1040-0620;DG06-1040-0620;DG;06;1040;0620;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3145;Каргополов В. Ю.;07.13.2021;1040-0600;DG06-1040-0600;DG;06;1040;0600;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3146;Каргополов В. Ю.;07.13.2021;1040-0580;DG06-1040-0580;DG;06;1040;0580;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3147;Каргополов В. Ю.;07.13.2021;1040-0560;DG06-1040-0560;DG;06;1040;0560;0,3;B;4;6;3;2;2;3;4;1;0;;;;
3148;Каргополов В. Ю.;07.13.2021;1040-0540;DG06-1040-0540;DG;06;1040;0540;0,3;B;4;6;3;2;2;4;4;1;0;;;;
3149;Каргополов В. Ю.;07.13.2021;1040-0520;DG06-1040-0520;DG;06;1040;0520;0,3;B;4;6;3;1;2;4;4;1;0;;;;
3150;Каргополов В. Ю.;07.13.2021;1040-0500;DG06-1040-0500;DG;06;1040;0500;0,3;B;4;6;3;2;2;2;5;2;0;;;;
3151;Каргополов В. Ю.;07.13.2021;1040-0480;DG06-1040-0480;DG;06;1040;0480;0,3;B;4;6;3;1;2;2;4;2;0;;;;
3152;Каргополов В. Ю.;07.13.2021;1040-0460;DG06-1040-0460;DG;06;1040;0460;0,3;B;4;6;3;2;2;4;4;1;0;;;;
3153;Каргополов В. Ю.;07.13.2021;1040-0440;DG06-1040-0440;DG;06;1040;0440;0,3;B;4;6;3;1;2;4;4;1;0;;;;
3154;Каргополов В. Ю.;07.13.2021;1040-0420;DG06-1040-0420;DG;06;1040;0420;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3155;Каргополов В. Ю.;07.13.2021;1020-0420;DG06-1020-0420;DG;06;1020;0420;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3156;Каргополов В. Ю.;07.13.2021;1020-0440;DG06-1020-0440;DG;06;1020;0440;0,3;B;4;6;3;1;2;4;4;1;0;;;;
3157;Каргополов В. Ю.;07.13.2021;1020-0460;DG06-1020-0460;DG;06;1020;0460;0,3;B;4;6;3;1;2;5;5;2;0;;;;
3158;Каргополов В. Ю.;07.13.2021;1020-0480;DG06-1020-0480;DG;06;1020;0480;0,4;B;4;6;3;2;2;5;5;2;0;;;;
3159;Каргополов В. Ю.;07.13.2021;1020-0500;DG06-1020-0500;DG;06;1020;0500;0,3;B;4;6;3;2;2;3;5;1;0;;;;
3160;Каргополов В. Ю.;07.13.2021;1020-0520;DG06-1020-0520;DG;06;1020;0520;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3161;Каргополов В. Ю.;07.13.2021;1020-0540;DG06-1020-0540;DG;06;1020;0540;0,3;B;4;6;3;1;2;4;5;1;0;;;;
3162;Каргополов В. Ю.;07.13.2021;1020-0560;DG06-1020-0560;DG;06;1020;0560;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3163;Каргополов В. Ю.;07.13.2021;1020-0580;DG06-1020-0580;DG;06;1020;0580;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3164;Каргополов В. Ю.;07.13.2021;1020-0600;DG06-1020-0600;DG;06;1020;0600;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3165;Каргополов В. Ю.;07.13.2021;1020-0620;DG06-1020-0620;DG;06;1020;0620;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3166;Каргополов В. Ю.;07.13.2021;1020-0640;DG06-1020-0640;DG;06;1020;0640;0,3;B;4;6;3;2;2;3;4;1;0;;;;
3167;Каргополов В. Ю.;07.13.2021;1020-0660;DG06-1020-0660;DG;06;1020;0660;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3168;Каргополов В. Ю.;07.13.2021;1020-0680;DG06-1020-0680;DG;06;1020;0680;0,3;B;4;6;3;2;2;3;4;1;0;;;;
3169;Каргополов В. Ю.;07.13.2021;1020-0700;DG06-1020-0700;DG;06;1020;0700;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3170;Каргополов В. Ю.;07.13.2021;1020-0720;DG06-1020-0720;DG;06;1020;0720;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3171;Каргополов В. Ю.;07.13.2021;1020-0740;DG06-1020-0740;DG;06;1020;0740;0,3;B;4;6;3;1;2;3;4;1;0;;;;
3172;Каргополов В. Ю.;07.13.2021;1020-0760;DG06-1020-0760;DG;06;1020;0760;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3173;Каргополов В. Ю.;07.13.2021;1020-0780;DG06-1020-0780;DG;06;1020;0780;0,3;B;4;5;3;1;1;3;5;1;0;;;;
3174;Каргополов В. Ю.;07.13.2021;1040-0780;DG06-1040-0780;DG;06;1040;0780;0,3;B;4;6;3;1;1;3;5;1;0;;;;
3175;Каргополов В. Ю.;07.13.2021;1040-0760;DG06-1040-0760;DG;06;1040;0760;0,3;B;4;6;3;1;2;3;5;1;0;;;;
3176;Каргополов В. Ю.;07.13.2021;1040-0760K;DG06-1040-0760K;DG;06;1040;0760;0,3;B;4;6;3;1;2;3;5;1;0;(+Контрольная);;;
3177;Мовчанюк М. В.;07.13.2021;1060-0780;DG06-1060-0780;DG;06;1060;0780;0,4;B;4;6;2;2;2;1;3;1;0;;;;
3178;Мовчанюк М. В.;07.13.2021;1060-0760;DG06-1060-0760;DG;06;1060;0760;0,4;B;4;6;2;2;2;1;3;1;0;;;;
3179;Мовчанюк М. В.;07.13.2021;1060-0740;DG06-1060-0740;DG;06;1060;0740;0,4;B;4;6;2;2;2;1;3;1;0;;;;
3180;Мовчанюк М. В.;07.13.2021;1060-0720;DG06-1060-0720;DG;06;1060;0720;0,4;B;4;5;2;2;2;1;3;1;0;;;;
3181;Мовчанюк М. В.;07.13.2021;1060-0700;DG06-1060-0700;DG;06;1060;0700;0,5;B;4;5;2;2;2;3;3;1;0;;;;
3182;Мовчанюк М. В.;07.13.2021;1060-0680;DG06-1060-0680;DG;06;1060;0680;0,5;B;4;5;2;2;2;3;3;1;0;;;;
3183;Мовчанюк М. В.;07.13.2021;1060-0660;DG06-1060-0660;DG;06;1060;0660;0,4;B;4;5;2;2;2;3;3;1;0;;;;
3184;Мовчанюк М. В.;07.13.2021;1060-0640;DG06-1060-0640;DG;06;1060;0640;0,4;B;4;5;2;2;2;3;4;1;0;;;;
3185;Мовчанюк М. В.;07.13.2021;1060-0620;DG06-1060-0620;DG;06;1060;0620;0,5;B;4;6;2;2;2;3;4;1;0;;;;
3186;Мовчанюк М. В.;07.13.2021;1060-0600;DG06-1060-0600;DG;06;1060;0600;0,5;B;4;6;2;2;2;3;4;1;0;;;;
3187;Мовчанюк М. В.;07.13.2021;1060-0580;DG06-1060-0580;DG;06;1060;0580;0,4;B;4;5;1;2;2;4;4;1;0;;;;
3188;Мовчанюк М. В.;07.13.2021;1060-0560;DG06-1060-0560;DG;06;1060;0560;0,4;B;4;5;1;2;2;4;4;1;0;;;;
3189;Мовчанюк М. В.;07.13.2021;1060-0540;DG06-1060-0540;DG;06;1060;0540;0,4;B;4;6;1;2;2;4;4;1;0;;;;
3190;Мовчанюк М. В.;07.13.2021;1060-0520;DG06-1060-0520;DG;06;1060;0520;0,4;B;4;6;2;3;2;4;4;1;0;;;;
3191;Мовчанюк М. В.;07.13.2021;1060-0500;DG06-1060-0500;DG;06;1060;0500;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3192;Мовчанюк М. В.;07.13.2021;1060-0480;DG06-1060-0480;DG;06;1060;0480;0,4;B;4;5;2;2;2;4;4;1;0;;;;
3193;Мовчанюк М. В.;07.13.2021;1060-0460;DG06-1060-0460;DG;06;1060;0460;0,3;B;4;6;2;2;2;4;4;1;0;;;;
3194;Мовчанюк М. В.;07.13.2021;1060-0440;DG06-1060-0440;DG;06;1060;0440;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3195;Мовчанюк М. В.;07.13.2021;1060-0420;DG06-1060-0420;DG;06;1060;0420;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3196;Мовчанюк М. В.;07.13.2021;1080-0420;DG06-1080-0420;DG;06;1080;0420;0,3;B;4;6;2;2;2;3;3;1;0;;;;
3197;Мовчанюк М. В.;07.13.2021;1080-0440;DG06-1080-0440;DG;06;1080;0440;0,4;B;4;5;2;2;2;4;4;1;0;;;;
3198;Мовчанюк М. В.;07.13.2021;1080-0460;DG06-1080-0460;DG;06;1080;0460;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3199;Мовчанюк М. В.;07.13.2021;1080-0480;DG06-1080-0480;DG;06;1080;0480;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3200;Мовчанюк М. В.;07.13.2021;1080-0500;DG06-1080-0500;DG;06;1080;0500;0,4;B;4;6;2;2;2;4;4;1;0;;;;
3201;Мовчанюк М. В.;07.13.2021;1080-0520;DG06-1080-0520;DG;06;1080;0520;0,4;B;4;5;2;2;2;4;4;1;0;;;;
3202;Мовчанюк М. В.;07.13.2021;1080-0540;DG06-1080-0540;DG;06;1080;0540;0,4;B;4;5;2;2;2;4;4;1;0;;;;
3203;Мовчанюк М. В.;07.13.2021;1080-0560;DG06-1080-0560;DG;06;1080;0560;0,4;B;4;5;2;2;2;4;4;1;0;;;;
3204;Мовчанюк М. В.;07.13.2021;1080-0580;DG06-1080-0580;DG;06;1080;0580;0,5;B;4;6;2;2;2;3;3;1;0;;;;
3205;Мовчанюк М. В.;07.13.2021;1080-0600;DG06-1080-0600;DG;06;1080;0600;0,5;B;4;6;2;2;2;3;3;1;0;;;;
3206;Мовчанюк М. В.;07.13.2021;1080-0620;DG06-1080-0620;DG;06;1080;0620;0,4;B;4;6;3;2;2;1;1;1;0;;;;
3207;Мовчанюк М. В.;07.13.2021;1080-0640;DG06-1080-0640;DG;06;1080;0640;0,5;B;4;5;3;2;2;1;3;1;0;;;;
3208;Мовчанюк М. В.;07.13.2021;1080-0660;DG06-1080-0660;DG;06;1080;0660;0,5;B;4;5;2;2;2;1;3;1;0;;;;
3209;Мовчанюк М. В.;07.13.2021;1080-0680;DG06-1080-0680;DG;06;1080;0680;0,4;B;4;5;2;2;2;1;3;1;0;;;;
3210;Мовчанюк М. В.;07.13.2021;1080-0700;DG06-1080-0700;DG;06;1080;0700;0,5;B;4;5;2;2;2;1;3;1;0;;;;
3211;Мовчанюк М. В.;07.13.2021;1080-0720;DG06-1080-0720;DG;06;1080;0720;0,5;B;4;5;2;2;2;1;3;1;0;;;;
3212;Мовчанюк М. В.;07.13.2021;1080-0740;DG06-1080-0740;DG;06;1080;0740;0,4;B;4;5;2;2;2;1;3;1;0;;;;
3213;Мовчанюк М. В.;07.13.2021;1080-0760;DG06-1080-0760;DG;06;1080;0760;0,6;B;4;5;2;2;2;1;3;1;0;;;;
3214;Мовчанюк М. В.;07.13.2021;1080-0780;DG06-1080-0780;DG;06;1080;0780;0,4;B;4;6;2;2;2;1;3;1;0;;;;
3215;Гришукин И. В.;07.13.2021;1120-0780;DG06-1120-0780;DG;06;1120;0780;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3216;Гришукин И. В.;07.13.2021;1120-0760;DG06-1120-0760;DG;06;1120;0760;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3217;Гришукин И. В.;07.13.2021;1120-0740;DG06-1120-0740;DG;06;1120;0740;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3218;Гришукин И. В.;07.13.2021;1120-0720;DG06-1120-0720;DG;06;1120;0720;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3219;Гришукин И. В.;07.13.2021;1120-0700;DG06-1120-0700;DG;06;1120;0700;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3220;Гришукин И. В.;07.13.2021;1120-0680;DG06-1120-0680;DG;06;1120;0680;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3221;Гришукин И. В.;07.13.2021;1120-0660;DG06-1120-0660;DG;06;1120;0660;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3222;Гришукин И. В.;07.13.2021;1120-0640;DG06-1120-0640;DG;06;1120;0640;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3223;Гришукин И. В.;07.13.2021;1120-0620;DG06-1120-0620;DG;06;1120;0620;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3224;Гришукин И. В.;07.13.2021;1120-0600;DG06-1120-0600;DG;06;1120;0600;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3225;Гришукин И. В.;07.13.2021;1120-0580;DG06-1120-0580;DG;06;1120;0580;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3226;Гришукин И. В.;07.13.2021;1120-0560;DG06-1120-0560;DG;06;1120;0560;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3227;Гришукин И. В.;07.13.2021;1120-0540;DG06-1120-0540;DG;06;1120;0540;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3228;Гришукин И. В.;07.13.2021;1120-0520;DG06-1120-0520;DG;06;1120;0520;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3229;Гришукин И. В.;07.13.2021;1120-0500;DG06-1120-0500;DG;06;1120;0500;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3230;Гришукин И. В.;07.13.2021;1120-0480;DG06-1120-0480;DG;06;1120;0480;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3231;Гришукин И. В.;07.13.2021;1120-0460;DG06-1120-0460;DG;06;1120;0460;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3232;Гришукин И. В.;07.13.2021;1120-0440;DG06-1120-0440;DG;06;1120;0440;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3233;Гришукин И. В.;07.13.2021;1120-0420;DG06-1120-0420;DG;06;1120;0420;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3234;Гришукин И. В.;07.13.2021;1100-0420;DG06-1100-0420;DG;06;1100;0420;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3235;Гришукин И. В.;07.13.2021;1100-0440;DG06-1100-0440;DG;06;1100;0440;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3236;Гришукин И. В.;07.13.2021;1100-0460;DG06-1100-0460;DG;06;1100;0460;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3237;Гришукин И. В.;07.13.2021;1100-0480;DG06-1100-0480;DG;06;1100;0480;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3238;Гришукин И. В.;07.13.2021;1100-0500;DG06-1100-0500;DG;06;1100;0500;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3239;Гришукин И. В.;07.13.2021;1100-0520;DG06-1100-0520;DG;06;1100;0520;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3240;Гришукин И. В.;07.13.2021;1100-0540;DG06-1100-0540;DG;06;1100;0540;0,4;B;4;7;2;2;2;3;4;1;0;;;;
3241;Гришукин И. В.;07.13.2021;1100-0560;DG06-1100-0560;DG;06;1100;0560;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3242;Гришукин И. В.;07.13.2021;1100-0580;DG06-1100-0580;DG;06;1100;0580;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3243;Гришукин И. В.;07.13.2021;1100-0600;DG06-1100-0600;DG;06;1100;0600;0,4;B;4;7;2;2;2;3;5;1;0;;;;
3244;Гришукин И. В.;07.13.2021;1100-0620;DG06-1100-0620;DG;06;1100;0620;0,4;B;4;7;2;2;2;3;5;1;0;;;;
